Article ID,URL,Name,Category,cluster,x,y,z,top_terms
KB-26,https://help.zipboard.co/article/26-what-authoring-tools-does-zipboard-support,What Authoring Tools Does Zipboard Support,Article,5,-4.3690042,-1.8537835,4.944879,"articulate, authoring, scorm, zipboard, adobe, upload, captivate, valid"
KB-260,https://help.zipboard.co/article/260-how-to-install-the-zbreviewboard-extension-on-edge,How To Install The Zbreviewboard Extension On Edge,Article,5,-2.797226,-0.7606327,4.3563943,"edge, installed, install, extension, following, integration, downloaded, wait"
KB-261,https://help.zipboard.co/article/261-getting-started-as-a-collaborator,Getting Started As A Collaborator,Article,4,-2.580211,-3.6399016,9.079996,"collaborator, started, reports, project, watch, content, getting, feedback"
KB-262,https://help.zipboard.co/article/262-how-secure-is-zipboard,How Secure Is Zipboard,Article,3,-4.095749,-0.6941005,5.456542,"secure, customers, data, service, security, centre, practices, uses"
KB-264,https://help.zipboard.co/article/264-what-is-client-role-in-enterprise-edition,What Is Client Role In Enterprise Edition,Article,9,-3.2972527,-3.948712,8.279572,"clients, internal, client, workflows, provide, collaboration, role, details"
KB-265,https://help.zipboard.co/article/265-how-to-review-and-collaborate-on-video-projects,How To Review And Collaborate On Video Projects,Article,5,-3.415311,-2.5319023,5.097612,"review, video, board, widget, reviewing, share, details, file"
KB-266,https://help.zipboard.co/article/266-comprehensive-guides-for-zipboard,Comprehensive Guides For Zipboard,Article,4,-2.592484,-3.9933932,9.461325,"comprehensive, guide, owners, admins, complete, feel, zipboard, invited"
KB-267,https://help.zipboard.co/article/267-can-we-add-live-annotations-with-zipboard-extension,Can We Add Live Annotations With Zipboard Extension,Article,5,-2.577323,-2.3268507,5.1856856,"annotations, review, live, add, browse, screenshot, helps, allows"
KB-27,https://help.zipboard.co/article/27-what-are-the-upload-limits,What Are The Upload Limits,Article,5,-4.3055553,-1.7739815,4.908997,"space, upload, limits, stuck, zipboard, integration, uploaded, scorm"
KB-271,https://help.zipboard.co/article/271-visual-reviews-and-feedback-with-zipboard,Visual Reviews And Feedback With Zipboard,Article,1,-3.2361841,-1.781772,6.467934,"visual, comments, feedback, points, cycles, visually, zipboard, reviews"
KB-272,https://help.zipboard.co/article/272-manage-tasks-better-with-zipboard,Manage Tasks Better With Zipboard,Article,8,-1.557356,-1.4027097,6.2627935,"tasks, kanban, visually, task, integration, manage, clear, members"
KB-273,https://help.zipboard.co/article/273-collaborate-better-with-zipboard,Collaborate Better With Zipboard,Article,5,-3.596554,-1.7075496,5.9381456,"better, zipboard, collaborators, makes, integration, collaborate, add, reviewers"
KB-274,https://help.zipboard.co/article/274-generate-consolidated-reports-with-zipboard,Generate Consolidated Reports With Zipboard,Article,3,-2.6160164,-0.55968136,6.4158063,"reports, consolidated, zipboard, number, integration, generate, level, organizational"
KB-278,https://help.zipboard.co/article/278-auto-generated-reports,Auto Generated Reports,Article,2,9.390777,0.7775657,5.4270067,"javascript, browser, option, google, click, restart, effect, mac"
KB-28,https://help.zipboard.co/article/28-accessing-private-windows,Accessing Private Windows,Article,5,-4.1519322,-0.917994,5.2463593,"incognito, reviewboard, private, zipboard, windows, upload, integration, review"
KB-28,https://help.zipboard.co/article/28-accessing-reviewboard-private-windows,Accessing Reviewboard Private Windows,Article,5,-3.995,-1.0623394,5.1467547,"incognito, reviewboard, private, zipboard, windows, upload, integration, review"
KB-280,https://help.zipboard.co/article/280-task-management-with-zipboard,Task Management With Zipboard,Article,2,9.380393,0.7674142,5.4371023,"javascript, browser, option, google, click, restart, effect, mac"
KB-281,https://help.zipboard.co/article/281-review-all-types-of-content-in-one-place,Review All Types Of Content In One Place,Article,5,-3.8233383,-2.1113427,5.5361204,"review, content, file, multiple, zipboard, place, upload, add"
KB-282,https://help.zipboard.co/article/282-can-we-see-error-logs-in-zipboard-related-to-jira-integration,Can We See Error Logs In Zipboard Related To Jira Integration,Article,3,-3.3335137,1.219906,6.1229405,"logs, error, jira, integration, zipboard, integrated, integrate, doubt"
KB-283,https://help.zipboard.co/article/283-zipboard-pricing-update-march-2021,Zipboard Pricing Update March 2021,Article,7,-6.7623963,-0.32041502,2.6545234,"plan, free, pricing, plans, trial, 2021, 12th, march"
KB-284,https://help.zipboard.co/article/284-enterprise-plan-what-to-expect,Enterprise Plan What To Expect,Article,7,-6.7381644,-0.3176972,2.6550424,"plan, enterprise, custom, expect, integration, gladly, customise, fence"
KB-285,https://help.zipboard.co/article/285-how-do-i-enable-webhooks-to-receive-updates-from-jira,How Do I Enable Webhooks To Receive Updates From Jira,Article,3,-3.284317,1.1297908,6.0568857,"webhook, enable, webhooks, receive, jira, integrate, authentication, token"
KB-286,https://help.zipboard.co/article/286-what-are-different-types-of-content-created-using-authoring-tools-does-zipboard-support-for-adding-live-annotations,What Are Different Types Of Content Created Using Authoring Tools Does Zipboard Support For Adding Live Annotations,Article,5,-4.396321,-2.0666468,5.1541343,"courses, support, live, authoring, published, rise360, created, annotations"
KB-287,https://help.zipboard.co/article/287-i-have-uploaded-articulate-scorm-file-but-live-annotations-does-not-work-what-was-the-issue,I Have Uploaded Articulate Scorm File But Live Annotations Does Not Work What Was The Issue,Article,5,-4.4668007,-1.9973329,5.0032706,"scorm, published, articulate, live, course, file, limitations, annotations"
KB-288,https://help.zipboard.co/article/288-using-zipboard-browser-extension-across-a-business-account,Using Zipboard Browser Extension Across A Business Account,Article,5,-2.741115,-0.77914774,4.4339356,"policies, policy, edge, browser, com, https, installation, carefully"
KB-29,https://help.zipboard.co/article/29-how-secure-is-my-data-with-zipboard,How Secure Is My Data With Zipboard,Article,5,-4.163392,-0.8358771,5.353103,"zipboard, data, information, retain, services, backup, secure, integration"
KB-292,https://help.zipboard.co/article/292-integrations,Integrations,Article,3,-3.281297,0.8513262,6.0703864,"integrate, zipboard, integration, mapped, jira, wrike, integrations, outlook"
KB-294,https://help.zipboard.co/article/294-why-integrate-zipboard-lambdatest,Why Integrate Zipboard Lambdatest,Article,3,-3.555149,-0.19803266,6.1967516,"testing, cross, browser, cloud, zipboard, lambdatest, online, integrate"
KB-295,https://help.zipboard.co/article/295-how-integrate-zipboard-lambdatest,How Integrate Zipboard Lambdatest,Article,0,-1.0624753,4.8827147,10.368754,"api, key, integrate, zipboard, lambdatest, block, party, applications"
KB-296,https://help.zipboard.co/article/296-how-log-bug-lambdatest-zipboard,How Log Bug Lambdatest Zipboard,Article,8,-2.0828102,-1.4533416,6.437795,"bug, screenshot, marked, testing, seconds, log, zipboard, indicating"
KB-297,https://help.zipboard.co/article/297-how-remove-zipboard-lambdatest-integration,How Remove Zipboard Lambdatest Integration,Article,3,-3.3531241,-0.39693967,6.101466,"integration, remove, zipboard, lambdatest, queries, block, regarding, hit"
KB-30,https://help.zipboard.co/article/30-does-zipboard-backup-data-in-case-of-emergency,Does Zipboard Backup Data In Case Of Emergency,Article,3,-4.191193,-0.72934276,5.612842,"backup, emergency, case, integration, automatic, data, does, regularly"
KB-300,https://help.zipboard.co/article/300-how-to-upload-a-pdf-file,How To Upload A Pdf File,Article,5,-3.3108718,-1.2182707,5.5273795,"integration, pdf, upload, file, drop, 11, tools, resources"
KB-302,https://help.zipboard.co/article/302-stamp-feature,Stamp Feature,Article,5,-2.7276766,-1.6618153,5.4892163,"stamp, select, stamps, organization, adding, using, integration, corner"
KB-304,https://help.zipboard.co/article/304-adding-using-the-signatures-in-zipboard,Adding Using The Signatures In Zipboard,Article,5,-2.7657356,-1.605093,5.4687524,"signature, select, signatures, toolbar, adding, using, integration, icon"
KB-305,https://help.zipboard.co/article/305-test,Test,Article,6,3.5144637,1.0948498,10.786277,"phase, cycle, reflect, review, order, cycles, create, project"
KB-306,https://help.zipboard.co/article/306-all-annotation-tools-zipboard,All Annotation Tools Zipboard,Article,1,-2.6590967,-2.6924741,5.356189,"tool, annotation, pencil, comment, content, mode, screen, device"
KB-307,https://help.zipboard.co/article/307-use-zipboard-review-tools-annotate-comment-digital-content,Use Zipboard Review Tools Annotate Comment Digital Content,Article,1,-2.7963507,-2.6372561,5.42041,"content, comment, counter, comments, hide, ll, annotations, want"
KB-308,https://help.zipboard.co/article/308-how-do-i-re-authenticate-my-jira-integration,How Do I Re Authenticate My Jira Integration,Article,3,-3.2460709,1.3334192,6.037447,"authenticate, connection, atlassian, integration, jira, grant, click, accept"
KB-309,https://help.zipboard.co/article/309-how-update-task-statuses,How Update Task Statuses,Article,2,9.422742,0.80972123,5.3947506,"javascript, browser, option, google, click, restart, effect, mac"
KB-31,https://help.zipboard.co/article/31-how-do-i-add-a-new-feature-request,How Do I Add A New Feature Request,Article,5,-3.8282845,-1.1248217,5.4120593,"near, suggestions, request, future, feature, wish, integration, twitter"
KB-312,https://help.zipboard.co/article/312-integrating-the-zipboard-api-into-user-application,Integrating The Zipboard API Into User Application,Article,0,-1.022294,5.3043694,11.027672,"api, inputs, authorization, application, id, authentication, type, user"
KB-313,https://help.zipboard.co/article/313-kanban-view-for-content,Kanban View For Content,Article,1,-3.3817053,-3.2115884,5.7962303,"kanban, content, view, board, organize, columns, visualize, cards"
KB-314,https://help.zipboard.co/article/314-assign-phases-to-content,Assign Phases To Content,Article,2,9.4313345,0.81835955,5.3861203,"javascript, browser, option, google, click, restart, effect, mac"
KB-315,https://help.zipboard.co/article/315-assign-statuses-to-content,Assign Statuses To Content,Article,1,-3.4401872,-3.1195946,5.858198,"content, statuses, assign, assignee, date, kanban, integration, status"
KB-317,https://help.zipboard.co/article/317-assign-content-to-multiple-collaborators,Assign Content To Multiple Collaborators,Article,1,-3.5045679,-3.0606623,5.8132358,"content, assign, multiple, collaborators, date, kanban, integration, assignees"
KB-318,https://help.zipboard.co/article/318-what-happens-to-content-if-delete-phase,What Happens To Content If Delete Phase,Article,1,-3.4612403,-3.2044582,5.8027215,"content, phase, kanban, phases, delete, assign, board, deleting"
KB-319,https://help.zipboard.co/article/319-what-are-content-uploads,What Are Content Uploads,Article,5,-3.5202475,-1.5879226,5.283926,"content, uploads, integration, counts, types, mentioned, zipboard, tools"
KB-32,https://help.zipboard.co/article/32-i-cannot-play-my-scorm-file-with-zipboard-what-can-be-the-issue,I Cannot Play My Scorm File With Zipboard What Can Be The Issue,Article,5,-4.456046,-1.9176596,4.891053,"scorm, play, file, zipboard, folder, issue, integration, able"
KB-320,https://help.zipboard.co/article/320-what-are-managers,What Are Managers,Article,4,-2.4713953,-3.4060717,9.656472,"managers, admins, projects, organization, create, help, 22, organized"
KB-321,https://help.zipboard.co/article/321-does-zipboard-have-sso,Does Zipboard Have Sso,Article,3,-3.413204,-0.42711675,5.745283,"sso, single, sign, integration, does, zipboard, supports, currently"
KB-323,https://help.zipboard.co/article/323-requirements-for-course-uploads-in-zipboard,Requirements For Course Uploads In Zipboard,Article,5,-4.359573,-2.0150304,5.1053996,"authoring, course, courses, work, class, webpages, player, location"
KB-327,https://help.zipboard.co/article/327-so-ive-been-given-a-zipboard-share-link-now-what,So Ive Been Given A Zipboard Share Link Now What,Article,9,-4.65153,-3.9069319,8.073295,"boards, share, accessibility, review, comments, signup, zipboard, view"
KB-328,https://help.zipboard.co/article/328-the-various-permissions-you-can-grant-when-using-share-links,The Various Permissions You Can Grant When Using Share Links,Article,9,-4.2930393,-3.8070817,8.054569,"share, links, boards, permissions, link, view, reviews, new"
KB-329,https://help.zipboard.co/article/329-managing-share-links,Managing Share Links,Article,9,-4.478362,-3.9658856,8.182644,"share, links, link, access, given, boards, ve, reviews"
KB-33,https://help.zipboard.co/article/33-i-just-uploaded-a-captivate-scorm-file-but-could-not-access-it-using-zipboard-what-can-be-the-issue,I Just Uploaded A Captivate Scorm File But Could Not Access It Using Zipboard What Can Be The Issue,Article,5,-4.478467,-1.8999318,4.8206024,"scorm, captivate, zipboard, file, reporting, uploaded, issue, upload"
KB-330,https://help.zipboard.co/article/330-annotate-content-without-using-extension,Annotate Content Without Using Extension,Article,5,-3.3126354,-1.5719366,5.0587234,"content, affect, annotate, embedded, extension, using, integration, change"
KB-331,https://help.zipboard.co/article/331-another-way-to-receive-client-feedback,Another Way To Receive Client Feedback,Article,5,-3.3391302,-1.2476629,5.0845304,"downloading, comfortable, aren, embedded, technical, feedback, receive, integration"
KB-332,https://help.zipboard.co/article/332-difference-between-embedded-annotations-and-browser-extension,Difference Between Embedded Annotations And Browser Extension,Article,5,-3.2129338,-1.34538,4.979556,"embedded, annotations, difference, affect, extension, browser, integration, download"
KB-334,https://help.zipboard.co/article/334-ive-been-given-a-share-link-with-view-all-boards-comments-only-access,Ive Been Given A Share Link With View All Boards Comments Only Access,Article,9,-4.7195687,-3.9516118,8.118037,"boards, given, share, link, ve, access, view, reviews"
KB-335,https://help.zipboard.co/article/335-ive-been-given-a-share-link-with-add-new-boards-reviews-only-access,Ive Been Given A Share Link With Add New Boards Reviews Only Access,Article,9,-4.6904163,-4.0457006,8.210652,"given, boards, share, ve, link, reviews, access, new"
KB-336,https://help.zipboard.co/article/336-ive-been-given-a-share-link-with-view-all-and-add-new-boards-reviews-access,Ive Been Given A Share Link With View All And Add New Boards Reviews Access,Article,9,-4.72996,-4.0372696,8.179258,"given, boards, share, ve, link, access, reviews, view"
KB-338,https://help.zipboard.co/article/338-ive-been-given-a-share-link-with-required-signup-login-and-view-all-boards-comments-access-now-what,Ive Been Given A Share Link With Required Signup Login And View All Boards Comments Access Now What,Article,9,-4.606408,-3.992687,8.161939,"given, boards, share, link, ve, access, view, comments"
KB-339,https://help.zipboard.co/article/339-ive-been-given-a-share-link-with-required-signup-login-and-add-new-boards-reviews-access-now-what,Ive Been Given A Share Link With Required Signup Login And Add New Boards Reviews Access Now What,Article,9,-4.702129,-4.0673275,8.230301,"given, boards, share, ve, link, access, signup, reviews"
KB-340,https://help.zipboard.co/article/340-ive-been-given-a-share-link-with-required-signup-login-view-all-and-add-new-boards-reviews-access-now-what,Ive Been Given A Share Link With Required Signup Login View All And Add New Boards Reviews Access Now What,Article,9,-4.679678,-3.973649,8.095259,"given, boards, share, ve, link, access, signup, reviews"
KB-341,https://help.zipboard.co/article/341-how-to-create-and-annotate-quickly-on-screenshots,How To Create And Annotate Quickly On Screenshots,Article,5,-3.1025798,-2.1208453,4.9731007,"annotate, screenshot, feature, screenshots, toolbar, zipboard, quickly, integration"
KB-342,https://help.zipboard.co/article/342-the-different-ways-to-invite-reviewers-to-get-feedback-on-content-or-documents-in-zipboard,The Different Ways To Invite Reviewers To Get Feedback On Content Or Documents In Zipboard,Article,4,-2.7167013,-3.2623432,8.834956,"reviewers, invite, project, send, email, link, guest, collaborators"
KB-343,https://help.zipboard.co/article/343-annotation-tools-backup,Annotation Tools Backup,Article,1,-2.6002512,-2.6632657,5.283195,"tool, comment, annotation, pencil, screenshot, screen, click, content"
KB-344,https://help.zipboard.co/article/344-adding-managers-to-your-account,Adding Managers To Your Account,Article,4,-2.5234091,-3.4087596,9.717535,"managers, adding, admins, choose, numbers, count, requirement, account"
KB-349,https://help.zipboard.co/article/349-how-to-use-the-share-link-security-features,How To Use The Share Link Security Features,Article,9,-4.2614512,-3.963594,8.209873,"share, link, recipients, protection, section, password, date, expiry"
KB-35,https://help.zipboard.co/article/35-what-is-review-board,What Is Review Board,Article,5,-2.570171,-2.471083,5.0931454,"comment, review, icon, board, pencil, screen, certain, content"
KB-351,https://help.zipboard.co/article/351-apis-for-custom-integration,Apis For Custom Integration,Article,0,-1.072451,4.898903,10.384626,"api, docs, file, review, https, apis, custom, zipboard"
KB-353,https://help.zipboard.co/article/353-can-i-add-text-annotation-in-pdf-and-make-it-a-task-comment,Can I Add Text Annotation In Pdf And Make It A Task Comment,Article,1,-2.3567357,-2.2866142,5.8213224,"text, comment, annotation, tasks, add, users, task, comments"
KB-354,https://help.zipboard.co/article/354-how-do-i-share-files-with-a-client,How Do I Share Files With A Client,Article,9,-3.706345,-3.7726269,8.097628,"share, client, file, access, clients, email, zipboard, clicks"
KB-359,https://help.zipboard.co/article/359-mp3-file-sharing-feature,Mp3 File Sharing Feature,Article,1,-3.8774438,-2.5235224,5.465057,"mp3, comments, audio, file, share, review, feedback, zipboard"
KB-36,https://help.zipboard.co/article/36-what-are-boards,What Are Boards,Article,5,-2.6133986,-1.879996,4.374047,"screens, screenshots, camera, integration, little, icon, reviewing, board"
KB-360,https://help.zipboard.co/article/360-enhanced-notifications,Enhanced Notifications,Article,4,-2.0244956,-2.3556454,8.488057,"notification, notifications, updates, single, feed, individual, task, changes"
KB-361,https://help.zipboard.co/article/361-can-we-tag-users-in-live-annotations-too,Can We Tag Users In Live Annotations Too,Article,1,-2.632076,-2.1904497,5.569897,"live, mentioning, tag, loop, annotations, tagging, right, mention"
KB-362,https://help.zipboard.co/article/362-how-to-enable-camera-and-video-access,How To Enable Camera And Video Access,Article,5,-2.3750947,-2.2948625,4.7160482,"camera, microphone, access, browser, chrome, settings, google, enable"
KB-37,https://help.zipboard.co/article/37-whats-the-whole-set-of-tools-available-on-review-board,Whats The Whole Set Of Tools Available On Review Board,Article,5,-2.6095452,-1.9401599,4.3887653,"zoom, board, screens, tools, include, integration, review, erase"
KB-374,https://help.zipboard.co/article/374-zipboard-users-workflow,Zipboard Users Workflow,Article,4,-2.5352485,-3.8767555,9.431011,"managers, admin, content, admins, super, workflows, workflow, enterprise"
KB-375,https://help.zipboard.co/article/375-roles-and-permissions,Roles And Permissions,Article,4,-2.6354377,-4.0101595,9.4940405,"admin, organization, permissions, users, stakeholders, guide, understanding, super"
KB-376,https://help.zipboard.co/article/376-introduction-to-super-admins,Introduction To Super Admins,Article,4,-2.4373572,-3.832337,9.505463,"admins, admin, super, stamps, define, project, include, statuses"
KB-377,https://help.zipboard.co/article/377-introduction-to-managers,Introduction To Managers,Article,4,-2.5810497,-3.6413898,9.1890135,"project, managers, reports, zipboard, triage, prioritize, stakeholders, start"
KB-378,https://help.zipboard.co/article/378-introduction-to-collaborators,Introduction To Collaborators,Article,4,-2.6352065,-3.8198793,9.222596,"content, project, collaborators, contribution, collaborator, reviewers, meets, repeat"
KB-38,https://help.zipboard.co/article/38-how-can-i-access-my-content-back-once-i-have-started-a-review-session,How Can I Access My Content Back Once I Have Started A Review Session,Article,5,-2.9035869,-1.8589673,4.385422,"session, review, return, step, started, access, content, integration"
KB-383,https://help.zipboard.co/article/383-can-we-add-replies-for-live-annotations,Can We Add Replies For Live Annotations,Article,1,-2.535171,-2.2527778,5.496828,"replies, live, annotations, reply, add, integration, annotation, converting"
KB-384,https://help.zipboard.co/article/384-customizing-statuses-at-the-project-level,Customizing Statuses At The Project Level,Article,8,0.73238313,-0.07073898,7.691046,"statuses, level, insert, project, status, task, specific, save"
KB-388,https://help.zipboard.co/article/388-how-to-review-a-zip-file,How To Review A Zip File,Article,5,-3.7929726,-1.6780668,5.0568995,"integration, review, file, zip, stuck, 16, zipboard, webpages"
KB-389,https://help.zipboard.co/article/389-zapier-x-zipboard-integration,Zapier X Zipboard Integration,Article,3,-3.304907,0.6880393,6.02401,"zapier, trigger, zipboard, action, event, app, integrate, connect"
KB-39,https://help.zipboard.co/article/39-i-can-t-access-the-review-board-what-might-be-the-issue,I Can T Access The Review Board What Might Be The Issue,Article,5,-2.6347108,-1.5280789,4.3591895,"board, annotations, install, google, chrome, integration, able, review"
KB-390,https://help.zipboard.co/article/390-getting-started-as-clients,Getting Started As Clients,Article,4,-2.905388,-3.9597323,9.041954,"understanding, role, client, clear, project, team, success, effectively"
KB-391,https://help.zipboard.co/article/391-how-to-create-transparent-text-boxes,How To Create Transparent Text Boxes,Article,1,-2.8977373,-2.0627701,5.9736643,"text, boxes, clear, box, opacity, integration, use, step"
KB-392,https://help.zipboard.co/article/392-change-email-address-in-zipboard-account,Change Email Address In Zipboard Account,Article,4,-2.3314555,-2.047547,8.216766,"address, email, zipboard, integration, change, core, helpful, direct"
KB-393,https://help.zipboard.co/article/393-can-we-edit-org-statuses,Can We Edit Org Statuses,Article,8,0.76273155,-0.04952069,7.7127285,"statuses, organizational, level, status, organization, add, click, actions"
KB-394,https://help.zipboard.co/article/394-can-we-add-statuses-from-project-level,Can We Add Statuses From Project Level,Article,8,0.77408963,-0.033876754,7.731335,"statuses, default, project, admin, set, users, status, add"
KB-40,https://help.zipboard.co/article/40-i-can-t-install-zipboard-s-google-chrome-mozilla-firefox-extensions-what-could-be-wrong,I Can T Install Zipboard S Google Chrome Mozilla Firefox Extensions What Could Be Wrong,Article,5,-2.7359207,-1.2622031,4.3276854,"extensions, incognito, mozilla, firefox, install, google, chrome, wrong"
KB-400,https://help.zipboard.co/article/400-how-to-record-and-manage-videos-on-zipboard,How To Record And Manage Videos On Zipboard,Article,5,-2.444451,-2.4068239,4.9162383,"recording, record, self, recorded, screen, camera, microphone, video"
KB-401,https://help.zipboard.co/article/401-managing-guest-reviewer-notifications-and-access-in-zipbboard,Managing Guest Reviewer Notifications And Access In Zipbboard,Article,4,-3.0802152,-3.4337878,8.530008,"notifications, guest, access, reviewer, replies, shared, link, reviewers"
KB-402,https://help.zipboard.co/article/402-workflow-of-clients,Workflow Of Clients,Article,9,-3.1956296,-3.8796542,8.559585,"internal, receive, invitation, team, approve, process, comments, redirect"
KB-403,https://help.zipboard.co/article/403-complete-workflow-for-all-zipboard-users,Complete Workflow For All Zipboard Users,Article,4,-2.4943488,-3.8393588,9.478927,"admin, super, admins, started, organization, getting, add, remove"
KB-409,https://help.zipboard.co/article/409-best-practices-for-creating-scorm-courses-html-that-work-in-zipboard,Best Practices For Creating Scorm Courses HTML That Work In Zipboard,Article,5,-4.4048066,-2.0907898,5.0967555,"authoring, courses, zipboard, direct, webpages, course, unique, tool"
KB-41,https://help.zipboard.co/article/41-how-do-i-use-the-responsive-test-feature-of-zipboard,How Do I Use The Responsive Test Feature Of Zipboard,Article,5,-2.7683704,-1.9382935,4.3486867,"session, responsive, resolution, step, review, test, website, feature"
KB-410,https://help.zipboard.co/article/410-how-to-add-a-start-file,How To Add A Start File,Article,5,-4.3969584,-2.1832259,5.174497,"file, scorm, html, start, index, authoring, launch, packages"
KB-411,https://help.zipboard.co/article/411-a-guide-to-zipboards-task-list,A Guide To Zipboards Task List,Article,8,-1.4580352,-1.2513647,6.324485,"tasks, list, csv, task, view, filter, import, assets"
KB-412,https://help.zipboard.co/article/412-how-to-find-the-documents-and-digital-assets-you-need-in-zipboard,How To Find The Documents And Digital Assets You Need In Zipboard,Article,8,-1.7264766,-1.763393,6.260462,"search, documents, filter, file, list, assets, filtering, digital"
KB-413,https://help.zipboard.co/article/413-the-essential-guide-for-aec-teams,The Essential Guide For Aec Teams,Article,1,-3.2446675,-3.3998263,6.6584234,"project, documents, aec, architects, construction, managers, review, members"
KB-414,https://help.zipboard.co/article/414-streamlining-aec-collaboration-with-zipboard,Streamlining Aec Collaboration With Zipboard,Article,1,-2.8447073,-3.0765376,6.1100235,"document, users, indicate, tool, documents, zoom, draw, text"
KB-416,https://help.zipboard.co/article/416-how-version-control-works-in-zipboard,How Version Control Works In Zipboard,Article,1,-3.1013594,-2.5379758,6.589257,"version, file, versions, control, new, revisions, review, upload"
KB-417,https://help.zipboard.co/article/417-getting-started-with-the-zipboard-outlook-plugin,Getting Started With The Zipboard Outlook Plugin,Article,3,-3.201551,-0.038742714,5.247813,"outlook, plugin, zipboard, email, inbox, application, desktop, tool"
KB-418,https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,Article,8,0.77535105,-0.027272541,7.730273,"statuses, suggested, recommended, drop, save, ai, unsaved, remove"
KB-419,https://help.zipboard.co/article/419-how-to-manage-custom-statuses,How To Manage Custom Statuses,Article,8,0.7932504,-0.012256808,7.748658,"statuses, custom, duplicate, associated, status, prompt, maintaining, deleting"
KB-42,https://help.zipboard.co/article/42-how-to-add-my-screenshots-images-to-review-board,How To Add My Screenshots Images To Review Board,Article,5,-2.5765188,-1.8514783,4.3350806,"reviewboard, images, integration, screenshots, add, annotations, responsive, drag"
KB-420,https://help.zipboard.co/article/420-how-to-add-statuses-on-a-task-level,How To Add Statuses On A Task Level,Article,8,0.5897234,-0.20059209,7.561273,"statuses, task, level, add, step, new, list, status"
KB-421,https://help.zipboard.co/article/421-zipboard-add-in-for-microsoft-outlook,Zipboard Add In For Microsoft Outlook,Article,3,-3.1907392,-0.04736176,5.2425556,"outlook, add, zipboard, password, install, step, using, register"
KB-422,https://help.zipboard.co/article/422-managing-task-types-at-the-project-level,Managing Task Types At The Project Level,Article,8,-0.4065094,-0.9175457,6.803279,"ai, task, types, default, set, project, tasks, type"
KB-423,https://help.zipboard.co/article/423-getting-started-and-using-ai-powered-task-types-in-zipboard,Getting Started And Using Ai Powered Task Types In Zipboard,Article,8,-0.3633536,-0.87421983,6.826977,"ai, types, task, industry, powered, zipboard, construction, suggest"
KB-424,https://help.zipboard.co/article/424-using-ai-powered-task-types-in-zipboard,Using Ai Powered Task Types In Zipboard,Article,8,-0.2797414,-0.8045619,6.864893,"types, recommended, suggested, suggestions, apply, ai, dropdown, add"
KB-425,https://help.zipboard.co/article/425-customizing-your-task-types-in-zipboard,Customizing Your Task Types In Zipboard,Article,8,-0.39160818,-0.9036036,6.852198,"types, task, customizing, default, type, customize, project, design"
KB-426,https://help.zipboard.co/article/426-managing-task-types-in-your-project,Managing Task Types In Your Project,Article,8,-0.36130822,-0.8557666,6.864408,"types, task, type, deleting, delete, custom, bulk, ai"
KB-427,https://help.zipboard.co/article/427-how-to-download-pdfs-with-annotations-and-comments-in-zipboard,How To Download Pdfs With Annotations And Comments In Zipboard,Article,1,-3.3958046,-2.200021,6.35401,"download, pdfs, pdf, comments, annotations, annotated, viewer, chrome"
KB-428,https://help.zipboard.co/article/428-managing-your-billing-and-subscription,Managing Your Billing And Subscription,Article,7,-6.808059,-0.21349233,2.6006162,"plan, billing, subscription, payment, free, ends, cancel, details"
KB-429,https://help.zipboard.co/article/429-how-to-use-ai-powered-autotagging-for-tasks,How To Use Ai Powered Autotagging For Tasks,Article,8,-0.46043256,-0.9427795,6.70531,"ai, tagging, tasks, task, tags, title, autotagging, organized"
KB-43,https://help.zipboard.co/article/43-how-do-i-reorder-my-boards,How Do I Reorder My Boards,Article,5,-2.5770764,-1.8893046,4.332246,"reorder, screens, drag, board, drop, integration, review, screen"
KB-430,https://help.zipboard.co/article/430-how-to-use-auto-tagging-for-files,How To Use Auto Tagging For Files,Article,8,-0.5168474,-0.983197,6.641704,"tagging, ai, auto, files, file, tags, organization, applies"
KB-431,https://help.zipboard.co/article/431-getting-started-with-zipboard-for-aec-professionals,Getting Started With Zipboard For Aec Professionals,Article,1,-3.3766646,-3.2905908,6.686127,"documents, construction, step, document, blueprint, zipboard, feedback, track"
KB-432,https://help.zipboard.co/article/432-getting-started-with-zipboard-for-learning-designers,Getting Started With Zipboard For Learning Designers,Article,1,-3.553392,-3.224681,6.7962236,"scorm, learning, step, pdfs, share, module, package, videos"
KB-433,https://help.zipboard.co/article/433-getting-started-with-zipboard-for-web-designers,Getting Started With Zipboard For Web Designers,Article,9,-3.5555387,-3.4236681,6.995528,"website, web, design, live, step, mobile, mockups, feedback"
KB-434,https://help.zipboard.co/article/434-getting-started-with-zipboard-for-technical-writers,Getting Started With Zipboard For Technical Writers,Article,1,-3.2768497,-3.2572525,6.6158385,"document, step, manual, technical, versions, feedback, sections, pro"
KB-435,https://help.zipboard.co/article/435-zipboard-pricing-faq,Zipboard Pricing Faq,Article,7,-6.821083,-0.20161025,2.5909283,"pricing, plan, monthly, cost, month, additional, 25, custom"
KB-436,https://help.zipboard.co/article/436-streamlining-your-workflows-with-content-manager-in-zipboard,Streamlining Your Workflows With Content Manager In Zipboard,Article,1,-3.4938293,-3.2023463,6.1442475,"content, teams, workflows, zipboard, manager, version, visual, collaboration"
