Article ID,URL,Name,Category,cluster,x,y,z,top_terms
KB-272,https://help.zipboard.co/article/272-manage-tasks-better-with-zipboard,Manage Tasks Better With Zipboard,Article,0,10.115403,13.726618,4.0168285,"tasks, kanban, visually, task, manage, integration, clear, members"
KB-273,https://help.zipboard.co/article/273-collaborate-better-with-zipboard,Collaborate Better With Zipboard,Article,7,12.064838,14.0070095,5.84273,"better, zipboard, collaborators, makes, integration, collaborate, add, reviewers"
KB-274,https://help.zipboard.co/article/274-generate-consolidated-reports-with-zipboard,Generate Consolidated Reports With Zipboard,Article,5,10.98531,12.810979,4.3586545,"reports, consolidated, zipboard, number, integration, generate, level, going"
KB-278,https://help.zipboard.co/article/278-auto-generated-reports,Auto Generated Reports,Article,2,-3.7525914,14.693939,3.8151245,"javascript, browser, option, google, click, restart, effect, mac"
KB-28,https://help.zipboard.co/article/28-accessing-private-windows,Accessing Private Windows,Article,7,11.877685,13.147568,6.620018,"incognito, reviewboard, private, zipboard, windows, upload, integration, review"
KB-28,https://help.zipboard.co/article/28-accessing-reviewboard-private-windows,Accessing Reviewboard Private Windows,Article,7,11.836431,13.134155,6.7197456,"incognito, reviewboard, private, zipboard, windows, upload, integration, review"
KB-280,https://help.zipboard.co/article/280-task-management-with-zipboard,Task Management With Zipboard,Article,2,-3.7973044,14.739295,3.769844,"javascript, browser, option, google, click, restart, effect, mac"
KB-281,https://help.zipboard.co/article/281-review-all-types-of-content-in-one-place,Review All Types Of Content In One Place,Article,7,12.123561,14.151039,6.0182676,"review, content, file, multiple, zipboard, place, upload, add"
KB-282,https://help.zipboard.co/article/282-can-we-see-error-logs-in-zipboard-related-to-jira-integration,Can We See Error Logs In Zipboard Related To Jira Integration,Article,6,11.348628,10.628212,5.460695,"logs, error, jira, integration, zipboard, integrated, integrate, doubt"
KB-283,https://help.zipboard.co/article/283-zipboard-pricing-update-march-2021,Zipboard Pricing Update March 2021,Article,4,9.800166,8.382893,9.390027,"plan, free, pricing, plans, trial, 2021, 12th, march"
KB-284,https://help.zipboard.co/article/284-enterprise-plan-what-to-expect,Enterprise Plan What To Expect,Article,4,9.77043,8.226704,9.53538,"plan, enterprise, custom, expect, integration, gladly, fence, customise"
KB-285,https://help.zipboard.co/article/285-how-do-i-enable-webhooks-to-receive-updates-from-jira,How Do I Enable Webhooks To Receive Updates From Jira,Article,6,11.137616,10.705902,5.2207055,"webhook, enable, receive, webhooks, jira, integrate, authentication, token"
KB-286,https://help.zipboard.co/article/286-what-are-different-types-of-content-created-using-authoring-tools-does-zipboard-support-for-adding-live-annotations,What Are Different Types Of Content Created Using Authoring Tools Does Zipboard Support For Adding Live Annotations,Article,7,12.820341,13.664584,6.0044613,"courses, support, live, authoring, published, rise360, annotations, created"
KB-287,https://help.zipboard.co/article/287-i-have-uploaded-articulate-scorm-file-but-live-annotations-does-not-work-what-was-the-issue,I Have Uploaded Articulate Scorm File But Live Annotations Does Not Work What Was The Issue,Article,7,12.795602,13.733271,6.1840544,"scorm, published, articulate, live, course, file, limitations, annotations"
KB-288,https://help.zipboard.co/article/288-using-zipboard-browser-extension-across-a-business-account,Using Zipboard Browser Extension Across A Business Account,Article,7,10.68251,12.752116,6.5359635,"policies, policy, edge, browser, com, https, installation, carefully"
KB-29,https://help.zipboard.co/article/29-how-secure-is-my-data-with-zipboard,How Secure Is My Data With Zipboard,Article,7,11.926618,13.000218,6.625971,"zipboard, data, information, services, retain, backup, secure, integration"
KB-292,https://help.zipboard.co/article/292-integrations,Integrations,Article,6,11.312655,10.98686,5.25189,"integrate, zipboard, integration, mapped, jira, wrike, outlook, integrations"
KB-294,https://help.zipboard.co/article/294-why-integrate-zipboard-lambdatest,Why Integrate Zipboard Lambdatest,Article,6,11.643051,11.958283,4.9946074,"testing, cross, browser, cloud, zipboard, lambdatest, online, integrate"
KB-295,https://help.zipboard.co/article/295-how-integrate-zipboard-lambdatest,How Integrate Zipboard Lambdatest,Article,1,15.829368,9.142127,1.0926545,"api, key, zipboard, integrate, lambdatest, block, party, applications"
KB-296,https://help.zipboard.co/article/296-how-log-bug-lambdatest-zipboard,How Log Bug Lambdatest Zipboard,Article,0,10.499159,13.73272,5.1184998,"bug, screenshot, testing, seconds, log, zipboard, indicating, lambdatest"
KB-297,https://help.zipboard.co/article/297-how-remove-zipboard-lambdatest-integration,How Remove Zipboard Lambdatest Integration,Article,6,11.473807,12.108707,5.091891,"integration, remove, zipboard, lambdatest, queries, block, regarding, hit"
KB-30,https://help.zipboard.co/article/30-does-zipboard-backup-data-in-case-of-emergency,Does Zipboard Backup Data In Case Of Emergency,Article,7,12.006922,12.838452,6.327685,"backup, emergency, case, integration, automatic, data, does, regularly"
KB-300,https://help.zipboard.co/article/300-how-to-upload-a-pdf-file,How To Upload A Pdf File,Article,7,11.592317,13.117418,5.782751,"integration, pdf, upload, file, drop, tools, 11, resources"
KB-302,https://help.zipboard.co/article/302-stamp-feature,Stamp Feature,Article,7,11.226982,13.088625,5.6323643,"stamp, select, stamps, organization, adding, using, integration, corner"
KB-304,https://help.zipboard.co/article/304-adding-using-the-signatures-in-zipboard,Adding Using The Signatures In Zipboard,Article,7,11.214617,13.1061125,5.678912,"signature, select, signatures, toolbar, adding, using, integration, icon"
KB-305,https://help.zipboard.co/article/305-test,Test,Article,9,7.6980243,16.122051,2.4173563,"phase, cycle, reflect, review, order, cycles, create, project"
KB-308,https://help.zipboard.co/article/308-how-do-i-re-authenticate-my-jira-integration,How Do I Re Authenticate My Jira Integration,Article,6,11.087838,10.401314,5.258108,"authenticate, connection, atlassian, integration, jira, grant, click, accept"
KB-309,https://help.zipboard.co/article/309-how-update-task-statuses,How Update Task Statuses,Article,2,-3.7714417,14.713405,3.795736,"javascript, browser, option, google, click, restart, effect, mac"
KB-31,https://help.zipboard.co/article/31-how-do-i-add-a-new-feature-request,How Do I Add A New Feature Request,Article,7,11.860582,13.225339,6.4239,"near, suggestions, request, future, feature, wish, integration, twitter"
KB-312,https://help.zipboard.co/article/312-integrating-the-zipboard-api-into-user-application,Integrating The Zipboard API Into User Application,Article,1,16.076094,8.723264,0.78114116,"api, inputs, application, authorization, id, authentication, type, user"
KB-313,https://help.zipboard.co/article/313-kanban-view-for-content,Kanban View For Content,Article,8,11.821196,14.51659,4.941483,"kanban, content, view, board, organize, columns, visualize, cards"
KB-314,https://help.zipboard.co/article/314-assign-phases-to-content,Assign Phases To Content,Article,2,-3.7063475,14.648347,3.8607976,"javascript, browser, option, google, click, restart, effect, mac"
KB-315,https://help.zipboard.co/article/315-assign-statuses-to-content,Assign Statuses To Content,Article,8,11.970483,14.561487,5.1134467,"content, statuses, assign, assignee, kanban, date, integration, status"
KB-317,https://help.zipboard.co/article/317-assign-content-to-multiple-collaborators,Assign Content To Multiple Collaborators,Article,8,11.905219,14.5427685,5.039468,"content, assign, multiple, collaborators, kanban, date, integration, collaborator"
KB-318,https://help.zipboard.co/article/318-what-happens-to-content-if-delete-phase,What Happens To Content If Delete Phase,Article,8,11.885473,14.560149,5.0015407,"content, phase, kanban, phases, delete, assign, board, deleting"
KB-319,https://help.zipboard.co/article/319-what-are-content-uploads,What Are Content Uploads,Article,7,11.756652,13.573106,6.005682,"content, uploads, integration, types, mentioned, zipboard, pdfs, tools"
KB-32,https://help.zipboard.co/article/32-i-cannot-play-my-scorm-file-with-zipboard-what-can-be-the-issue,I Cannot Play My Scorm File With Zipboard What Can Be The Issue,Article,7,12.699181,13.8104,6.3182936,"scorm, play, file, zipboard, folder, issue, integration, able"
KB-320,https://help.zipboard.co/article/320-what-are-managers,What Are Managers,Article,3,11.823497,16.959923,2.8222878,"managers, admins, projects, organization, create, help, 22, organized"
KB-321,https://help.zipboard.co/article/321-does-zipboard-have-sso,Does Zipboard Have Sso,Article,5,11.655024,12.3611965,5.3651934,"sso, single, sign, integration, does, zipboard, supports, currently"
KB-323,https://help.zipboard.co/article/323-requirements-for-course-uploads-in-zipboard,Requirements For Course Uploads In Zipboard,Article,7,12.796777,13.737071,5.9921474,"authoring, course, courses, work, player, class, webpages, location"
KB-327,https://help.zipboard.co/article/327-so-ive-been-given-a-zipboard-share-link-now-what,So Ive Been Given A Zipboard Share Link Now What,Article,8,12.3145685,16.719788,5.4594717,"boards, share, accessibility, review, comments, signup, view, zipboard"
KB-328,https://help.zipboard.co/article/328-the-various-permissions-you-can-grant-when-using-share-links,The Various Permissions You Can Grant When Using Share Links,Article,8,12.19822,16.42946,5.130282,"share, links, boards, permissions, link, view, reviews, new"
KB-329,https://help.zipboard.co/article/329-managing-share-links,Managing Share Links,Article,8,12.373136,16.748764,5.392218,"share, links, link, access, given, boards, ve, reviews"
KB-33,https://help.zipboard.co/article/33-i-just-uploaded-a-captivate-scorm-file-but-could-not-access-it-using-zipboard-what-can-be-the-issue,I Just Uploaded A Captivate Scorm File But Could Not Access It Using Zipboard What Can Be The Issue,Article,7,12.738638,13.746799,6.362663,"scorm, captivate, zipboard, file, reporting, uploaded, issue, upload"
KB-330,https://help.zipboard.co/article/330-annotate-content-without-using-extension,Annotate Content Without Using Extension,Article,7,11.642478,13.391289,5.780476,"content, affect, annotate, embedded, extension, using, integration, change"
KB-331,https://help.zipboard.co/article/331-another-way-to-receive-client-feedback,Another Way To Receive Client Feedback,Article,7,11.590807,13.227979,5.632661,"downloading, comfortable, aren, embedded, technical, feedback, receive, integration"
KB-332,https://help.zipboard.co/article/332-difference-between-embedded-annotations-and-browser-extension,Difference Between Embedded Annotations And Browser Extension,Article,7,11.498027,13.315981,5.7602777,"embedded, annotations, difference, affect, extension, browser, integration, download"
KB-334,https://help.zipboard.co/article/334-ive-been-given-a-share-link-with-view-all-boards-comments-only-access,Ive Been Given A Share Link With View All Boards Comments Only Access,Article,8,12.376191,16.833183,5.5326023,"boards, given, share, link, ve, access, view, reviews"
KB-335,https://help.zipboard.co/article/335-ive-been-given-a-share-link-with-add-new-boards-reviews-only-access,Ive Been Given A Share Link With Add New Boards Reviews Only Access,Article,8,12.323522,16.940899,5.643726,"given, boards, share, ve, link, reviews, access, new"
KB-336,https://help.zipboard.co/article/336-ive-been-given-a-share-link-with-view-all-and-add-new-boards-reviews-access,Ive Been Given A Share Link With View All And Add New Boards Reviews Access,Article,8,12.383039,16.855288,5.559302,"given, boards, share, ve, link, access, reviews, view"
KB-338,https://help.zipboard.co/article/338-ive-been-given-a-share-link-with-required-signup-login-and-view-all-boards-comments-access-now-what,Ive Been Given A Share Link With Required Signup Login And View All Boards Comments Access Now What,Article,8,12.3645935,16.85504,5.560792,"given, boards, share, link, ve, access, view, comments"
KB-339,https://help.zipboard.co/article/339-ive-been-given-a-share-link-with-required-signup-login-and-add-new-boards-reviews-access-now-what,Ive Been Given A Share Link With Required Signup Login And Add New Boards Reviews Access Now What,Article,8,12.425873,16.90775,5.6104093,"given, boards, share, ve, link, access, signup, reviews"
KB-340,https://help.zipboard.co/article/340-ive-been-given-a-share-link-with-required-signup-login-view-all-and-add-new-boards-reviews-access-now-what,Ive Been Given A Share Link With Required Signup Login View All And Add New Boards Reviews Access Now What,Article,8,12.406866,16.871407,5.5755463,"given, boards, share, ve, link, access, signup, reviews"
KB-342,https://help.zipboard.co/article/342-the-different-ways-to-invite-reviewers-to-get-feedback-on-content-or-documents-in-zipboard,The Different Ways To Invite Reviewers To Get Feedback On Content Or Documents In Zipboard,Article,3,11.768662,16.752348,3.731226,"reviewers, invite, project, send, email, link, guest, ways"
KB-343,https://help.zipboard.co/article/343-annotation-tools-backup,Annotation Tools Backup,Article,7,10.696957,14.103106,6.014604,"tool, comment, annotation, pencil, screenshot, screen, click, content"
KB-344,https://help.zipboard.co/article/344-adding-managers-to-your-account,Adding Managers To Your Account,Article,3,11.812412,16.9417,2.8030667,"managers, adding, admins, count, choose, numbers, requirement, account"
KB-349,https://help.zipboard.co/article/349-how-to-use-the-share-link-security-features,How To Use The Share Link Security Features,Article,8,12.374482,16.681686,5.283359,"share, link, recipients, protection, section, password, date, expiry"
KB-35,https://help.zipboard.co/article/35-what-is-review-board,What Is Review Board,Article,7,10.7527895,13.954483,6.224957,"comment, review, icon, board, pencil, screen, certain, content"
KB-351,https://help.zipboard.co/article/351-apis-for-custom-integration,Apis For Custom Integration,Article,1,15.976807,9.226896,1.172985,"api, file, docs, review, https, apis, custom, zipboard"
KB-353,https://help.zipboard.co/article/353-can-i-add-text-annotation-in-pdf-and-make-it-a-task-comment,Can I Add Text Annotation In Pdf And Make It A Task Comment,Article,7,10.993719,13.87819,4.939793,"text, comment, annotation, tasks, add, users, task, comments"
KB-354,https://help.zipboard.co/article/354-how-do-i-share-files-with-a-client,How Do I Share Files With A Client,Article,8,12.270445,16.334337,4.543653,"share, client, file, access, clients, email, zipboard, clicks"
KB-359,https://help.zipboard.co/article/359-mp3-file-sharing-feature,Mp3 File Sharing Feature,Article,7,12.086777,14.694958,6.251703,"mp3, comments, audio, file, share, review, feedback, zipboard"
KB-36,https://help.zipboard.co/article/36-what-are-boards,What Are Boards,Article,7,10.733786,13.727216,6.4449525,"screens, screenshots, camera, integration, icon, little, reviewing, board"
KB-360,https://help.zipboard.co/article/360-enhanced-notifications,Enhanced Notifications,Article,3,10.813186,15.935583,3.2069385,"notification, notifications, updates, single, feed, individual, changes, task"
KB-361,https://help.zipboard.co/article/361-can-we-tag-users-in-live-annotations-too,Can We Tag Users In Live Annotations Too,Article,7,11.012242,13.846397,5.4286437,"live, mentioning, tag, loop, annotations, tagging, mention, right"
KB-362,https://help.zipboard.co/article/362-how-to-enable-camera-and-video-access,How To Enable Camera And Video Access,Article,7,10.296009,13.97302,6.1368427,"camera, microphone, access, browser, chrome, settings, google, enable"
KB-37,https://help.zipboard.co/article/37-whats-the-whole-set-of-tools-available-on-review-board,Whats The Whole Set Of Tools Available On Review Board,Article,7,10.778491,13.734766,6.4251122,"board, screens, tools, include, integration, review, erase, mouse"
KB-374,https://help.zipboard.co/article/374-zipboard-users-workflow,Zipboard Users Workflow,Article,3,12.316557,17.037125,3.0533016,"managers, admin, content, admins, super, workflows, workflow, enterprise"
KB-375,https://help.zipboard.co/article/375-roles-and-permissions,Roles And Permissions,Article,3,12.413851,16.99953,3.0210009,"admin, organization, permissions, stakeholders, users, guide, understanding, super"
KB-376,https://help.zipboard.co/article/376-introduction-to-super-admins,Introduction To Super Admins,Article,3,12.202564,17.000172,2.8589306,"admins, admin, super, stamps, define, project, include, statuses"
KB-377,https://help.zipboard.co/article/377-introduction-to-managers,Introduction To Managers,Article,3,12.176901,16.810072,3.3581302,"project, managers, reports, zipboard, triage, prioritize, stakeholders, start"
KB-378,https://help.zipboard.co/article/378-introduction-to-collaborators,Introduction To Collaborators,Article,3,12.33299,16.884727,3.246443,"content, project, collaborators, contribution, collaborator, reviewers, repeat, meets"
KB-38,https://help.zipboard.co/article/38-how-can-i-access-my-content-back-once-i-have-started-a-review-session,How Can I Access My Content Back Once I Have Started A Review Session,Article,7,11.022536,13.654069,6.6762404,"session, review, return, step, started, access, content, integration"
KB-383,https://help.zipboard.co/article/383-can-we-add-replies-for-live-annotations,Can We Add Replies For Live Annotations,Article,7,10.957254,13.869243,5.4449496,"replies, live, annotations, reply, add, integration, annotation, converting"
KB-384,https://help.zipboard.co/article/384-customizing-statuses-at-the-project-level,Customizing Statuses At The Project Level,Article,0,8.581197,13.167285,2.7433655,"statuses, level, insert, project, status, task, specific, changes"
KB-388,https://help.zipboard.co/article/388-how-to-review-a-zip-file,How To Review A Zip File,Article,7,12.041603,13.561859,6.3002625,"integration, file, review, zip, stuck, 16, webpages, zipboard"
KB-389,https://help.zipboard.co/article/389-zapier-x-zipboard-integration,Zapier X Zipboard Integration,Article,6,11.397736,11.175564,5.2822485,"zapier, trigger, zipboard, action, event, app, connect, integrate"
KB-39,https://help.zipboard.co/article/39-i-can-t-access-the-review-board-what-might-be-the-issue,I Can T Access The Review Board What Might Be The Issue,Article,7,10.708877,13.326941,6.5456014,"board, annotations, install, google, chrome, integration, able, download"
KB-390,https://help.zipboard.co/article/390-getting-started-as-clients,Getting Started As Clients,Article,3,12.344502,16.674686,3.1924732,"understanding, role, client, clear, project, team, success, effectively"
KB-391,https://help.zipboard.co/article/391-how-to-create-transparent-text-boxes,How To Create Transparent Text Boxes,Article,5,11.404863,13.627546,4.9314027,"text, boxes, clear, box, opacity, integration, use, step"
KB-392,https://help.zipboard.co/article/392-change-email-address-in-zipboard-account,Change Email Address In Zipboard Account,Article,3,10.809516,15.702508,3.4005883,"address, email, zipboard, integration, change, core, helpful, consider"
KB-393,https://help.zipboard.co/article/393-can-we-edit-org-statuses,Can We Edit Org Statuses,Article,0,8.563972,13.145193,2.7324636,"statuses, organizational, level, status, organization, add, click, actions"
KB-394,https://help.zipboard.co/article/394-can-we-add-statuses-from-project-level,Can We Add Statuses From Project Level,Article,0,8.556084,13.141518,2.7223542,"statuses, default, project, admin, set, users, status, add"
KB-40,https://help.zipboard.co/article/40-i-can-t-install-zipboard-s-google-chrome-mozilla-firefox-extensions-what-could-be-wrong,I Can T Install Zipboard S Google Chrome Mozilla Firefox Extensions What Could Be Wrong,Article,7,10.748215,13.026233,6.6419134,"extensions, incognito, mozilla, firefox, install, google, chrome, wrong"
KB-400,https://help.zipboard.co/article/400-how-to-record-and-manage-videos-on-zipboard,How To Record And Manage Videos On Zipboard,Article,7,10.432287,14.192525,5.978374,"recording, record, self, recorded, screen, camera, microphone, video"
KB-401,https://help.zipboard.co/article/401-managing-guest-reviewer-notifications-and-access-in-zipbboard,Managing Guest Reviewer Notifications And Access In Zipbboard,Article,3,11.959186,16.618921,4.1725674,"notifications, guest, access, reviewer, replies, shared, link, reviewers"
KB-402,https://help.zipboard.co/article/402-workflow-of-clients,Workflow Of Clients,Article,3,12.325345,16.507645,3.8197901,"internal, receive, invitation, approve, team, process, comments, redirect"
KB-403,https://help.zipboard.co/article/403-complete-workflow-for-all-zipboard-users,Complete Workflow For All Zipboard Users,Article,3,12.090633,16.933517,2.705077,"admin, super, admins, started, getting, organization, add, remove"
KB-409,https://help.zipboard.co/article/409-best-practices-for-creating-scorm-courses-html-that-work-in-zipboard,Best Practices For Creating Scorm Courses HTML That Work In Zipboard,Article,7,12.792377,13.772984,5.9696302,"authoring, courses, zipboard, direct, webpages, course, unique, tool"
KB-41,https://help.zipboard.co/article/41-how-do-i-use-the-responsive-test-feature-of-zipboard,How Do I Use The Responsive Test Feature Of Zipboard,Article,7,10.905616,13.742542,6.6409082,"session, responsive, resolution, step, review, test, feature, website"
KB-410,https://help.zipboard.co/article/410-how-to-add-a-start-file,How To Add A Start File,Article,7,12.677635,14.005288,6.2407556,"file, scorm, html, start, index, authoring, launch, packages"
KB-411,https://help.zipboard.co/article/411-a-guide-to-zipboards-task-list,A Guide To Zipboards Task List,Article,0,10.140534,13.800285,3.943736,"tasks, list, csv, task, view, filter, import, assets"
KB-412,https://help.zipboard.co/article/412-how-to-find-the-documents-and-digital-assets-you-need-in-zipboard,How To Find The Documents And Digital Assets You Need In Zipboard,Article,0,10.480035,14.081621,3.9729834,"search, filter, documents, file, list, assets, filtering, digital"
KB-413,https://help.zipboard.co/article/413-the-essential-guide-for-aec-teams,The Essential Guide For Aec Teams,Article,8,12.277733,15.124471,4.541483,"project, documents, aec, architects, construction, managers, review, stakeholders"
KB-416,https://help.zipboard.co/article/416-how-version-control-works-in-zipboard,How Version Control Works In Zipboard,Article,8,11.4140415,14.943668,5.4704742,"version, file, control, versions, revisions, new, review, upload"
KB-417,https://help.zipboard.co/article/417-getting-started-with-the-zipboard-outlook-plugin,Getting Started With The Zipboard Outlook Plugin,Article,6,11.255943,11.938929,5.848073,"outlook, plugin, zipboard, email, inbox, application, desktop, tool"
KB-418,https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,Article,0,8.545975,13.156683,2.7910647,"statuses, suggested, recommended, drop, save, ai, unsaved, remove"
KB-419,https://help.zipboard.co/article/419-how-to-manage-custom-statuses,How To Manage Custom Statuses,Article,0,8.597179,13.14322,2.7152145,"statuses, custom, duplicate, associated, status, prompt, maintaining, deleting"
KB-42,https://help.zipboard.co/article/42-how-to-add-my-screenshots-images-to-review-board,How To Add My Screenshots Images To Review Board,Article,7,10.860322,13.585727,6.5669494,"reviewboard, images, integration, screenshots, add, annotations, responsive, drag"
KB-420,https://help.zipboard.co/article/420-how-to-add-statuses-on-a-task-level,How To Add Statuses On A Task Level,Article,0,8.652884,13.240017,2.8423188,"statuses, task, level, add, step, new, list, status"
KB-421,https://help.zipboard.co/article/421-zipboard-add-in-for-microsoft-outlook,Zipboard Add In For Microsoft Outlook,Article,6,11.199563,11.889864,5.9498267,"outlook, add, zipboard, password, install, step, using, register"
KB-422,https://help.zipboard.co/article/422-managing-task-types-at-the-project-level,Managing Task Types At The Project Level,Article,0,9.116311,13.545263,3.5243776,"ai, task, types, default, set, project, tasks, type"
KB-423,https://help.zipboard.co/article/423-getting-started-and-using-ai-powered-task-types-in-zipboard,Getting Started And Using Ai Powered Task Types In Zipboard,Article,0,9.139923,13.53207,3.568162,"ai, types, task, industry, powered, zipboard, construction, suggest"
KB-424,https://help.zipboard.co/article/424-using-ai-powered-task-types-in-zipboard,Using Ai Powered Task Types In Zipboard,Article,0,9.024644,13.451111,3.4614916,"types, recommended, suggested, suggestions, apply, ai, dropdown, add"
KB-425,https://help.zipboard.co/article/425-customizing-your-task-types-in-zipboard,Customizing Your Task Types In Zipboard,Article,0,9.098188,13.500858,3.5222225,"types, task, customizing, default, type, customize, project, design"
KB-426,https://help.zipboard.co/article/426-managing-task-types-in-your-project,Managing Task Types In Your Project,Article,0,9.140072,13.515018,3.565808,"types, task, type, deleting, delete, custom, bulk, ai"
KB-427,https://help.zipboard.co/article/427-how-to-download-pdfs-with-annotations-and-comments-in-zipboard,How To Download Pdfs With Annotations And Comments In Zipboard,Article,5,11.488871,13.759343,4.6314173,"download, pdfs, pdf, comments, annotations, viewer, annotated, chrome"
KB-428,https://help.zipboard.co/article/428-managing-your-billing-and-subscription,Managing Your Billing And Subscription,Article,4,9.815771,8.400538,9.36806,"plan, billing, subscription, payment, free, ends, cancel, details"
KB-429,https://help.zipboard.co/article/429-how-to-use-ai-powered-autotagging-for-tasks,How To Use Ai Powered Autotagging For Tasks,Article,0,9.268847,13.447746,3.676353,"ai, tagging, tasks, task, tags, autotagging, title, organized"
KB-43,https://help.zipboard.co/article/43-how-do-i-reorder-my-boards,How Do I Reorder My Boards,Article,7,10.803048,13.666053,6.536067,"reorder, screens, drag, board, drop, integration, review, screen"
KB-430,https://help.zipboard.co/article/430-how-to-use-auto-tagging-for-files,How To Use Auto Tagging For Files,Article,0,9.30411,13.550679,3.7124724,"tagging, ai, auto, files, file, tags, organization, finding"
KB-431,https://help.zipboard.co/article/431-getting-started-with-zipboard-for-aec-professionals,Getting Started With Zipboard For Aec Professionals,Article,8,12.34209,15.095916,4.6750517,"documents, construction, step, document, blueprint, zipboard, track, feedback"
KB-432,https://help.zipboard.co/article/432-getting-started-with-zipboard-for-learning-designers,Getting Started With Zipboard For Learning Designers,Article,8,12.371944,15.051988,4.769681,"scorm, learning, step, pdfs, module, share, package, videos"
KB-433,https://help.zipboard.co/article/433-getting-started-with-zipboard-for-web-designers,Getting Started With Zipboard For Web Designers,Article,8,12.428718,15.470717,4.737496,"website, web, design, live, step, mobile, mockups, feedback"
KB-434,https://help.zipboard.co/article/434-getting-started-with-zipboard-for-technical-writers,Getting Started With Zipboard For Technical Writers,Article,8,12.277439,15.007128,4.6890125,"document, step, manual, technical, versions, sections, feedback, track"
KB-435,https://help.zipboard.co/article/435-zipboard-pricing-faq,Zipboard Pricing Faq,Article,4,9.764418,8.382917,9.377565,"pricing, plan, monthly, month, additional, 25, custom, discuss"
KB-436,https://help.zipboard.co/article/436-streamlining-your-workflows-with-content-manager-in-zipboard,Streamlining Your Workflows With Content Manager In Zipboard,Article,8,12.144663,14.787593,4.9821095,"content, teams, workflows, zipboard, manager, version, visual, collaboration"
KB-437,https://help.zipboard.co/article/437-how-to-control-client-access-in-zipboard-file-sharing-made-simple,How To Control Client Access In Zipboard File Sharing Made Simple,Article,8,12.321561,16.263447,4.462369,"access, clients, share, client, file, control, modal, permissions"
KB-439,https://help.zipboard.co/article/439-how-to-streamline-your-workflow-using-status-filters-in-zipboard,How To Streamline Your Workflow Using Status Filters In Zipboard,Article,0,8.628327,13.202286,2.7461536,"filters, statuses, filtering, improve, filter, status, tasks, time"
KB-44,https://help.zipboard.co/article/44-i-created-a-project-what-next,I Created A Project What Next,Article,3,10.533028,15.29928,3.5539265,"project, dashboard, add, selecting, form, messages, integration, collaborator"
KB-440,https://help.zipboard.co/article/440-quickly-set-up-your-projects-with-custom-templates-in-zipboard,Quickly Set Up Your Projects With Custom Templates In Zipboard,Article,5,12.11543,13.139701,3.858511,"templates, template, design, industry, custom, project, learning, like"
KB-441,https://help.zipboard.co/article/441-streamlining-file-uploads-with-bulk-upload-in-zipboard,Streamlining File Uploads With Bulk Upload In Zipboard,Article,7,12.302644,14.328473,5.7345223,"bulk, upload, large, scale, file, zipboard, uploads, workflows"
KB-442,https://help.zipboard.co/article/442-setting-up-and-managing-the-procore-integration-in-zipboard,Setting Up And Managing The Procore Integration In Zipboard,Article,6,11.55556,11.439588,5.0372033,"sync, integrations, procore, zipboard, integration, documents, manual, software"
KB-443,https://help.zipboard.co/article/443-review-tracking-in-zipboard-ensuring-efficient-file-reviews,Review Tracking In Zipboard Ensuring Efficient File Reviews,Article,8,12.214591,14.6555805,5.8184457,"review, file, tracking, document, content, ensuring, necessary, reviewers"
KB-446,https://help.zipboard.co/article/446-learning-design-template-for-elearning-content-reviews,Learning Design Template For Elearning Content Reviews,Article,8,12.266927,14.773124,4.9272814,"learning, design, instructional, course, development, elearning, content, testing"
KB-448,https://help.zipboard.co/article/448-content-development-template-for-content-reviews,Content Development Template For Content Reviews,Article,8,12.184739,14.692634,4.973785,"content, development, technical, structured, production, template, workflows, views"
KB-449,https://help.zipboard.co/article/449-how-to-use-the-procore-zipboard-integration-to-improve-collaboration,How To Use The Procore Zipboard Integration To Improve Collaboration,Article,8,12.3418455,14.890256,4.482052,"zipboard, documents, synced, drawings, pdfs, rfis, items, track"
KB-45,https://help.zipboard.co/article/45-how-can-i-add-collaborators-to-my-project,How Can I Add Collaborators To My Project,Article,3,11.573466,16.815187,3.5061028,"invite, add, project, admins, invitee, collaborators, inviting, addresses"
KB-450,https://help.zipboard.co/article/450-how-to-share-pdfs-without-login-for-seamless-collaboration,How To Share Pdfs Without Login For Seamless Collaboration,Article,8,12.293152,15.87747,5.034447,"share, pdfs, login, logins, zipboard, pdf, reviews, review"
KB-452,https://help.zipboard.co/article/452-managing-your-procore-zipboard-integration-project-sync-permissions-and-what-s-next,Managing Your Procore Zipboard Integration Project Sync Permissions And What S Next,Article,6,11.587495,11.444488,4.998137,"integration, sync, zipboard, syncing, procore, document, settings, managing"
KB-453,https://help.zipboard.co/article/453-how-to-set-up-a-website-feedback-workflow,How To Set Up A Website Feedback Workflow,Article,8,12.425154,15.683124,4.617484,"website, feedback, visual, design, clients, tasks, workflow, zipboard"
KB-454,https://help.zipboard.co/article/454-how-to-invite-clients-users-to-review-a-website-no-login-needed,How To Invite Clients Users To Review A Website No Login Needed,Article,8,12.333774,16.013895,4.6317887,"website, clients, share, users, feedback, comments, needed, review"
KB-455,https://help.zipboard.co/article/455-how-to-annotate-a-live-website,How To Annotate A Live Website,Article,8,12.442563,15.6666,4.6835194,"website, live, annotate, design, visual, feedback, leave, web"
